ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2373	"ENSMUSG00000033055"	"Ankrd54"	chr15	-	79054495	79055416	79054495	79054603	79055291	79055416	2373	2,8,0,3,2,1	7,4,1,3,4,0	5,3,4,7,2,6	1,6,2,3,2,2	784	96	0.0650605078916	0.87654085162	0.034,0.197,0.0,0.109,0.058,1.0	0.38,0.058,0.197,0.222,0.109,0.269	0.027
2374	"ENSMUSG00000033055"	"Ankrd54"	chr15	-	79055291	79055542	79055291	79055416	79055494	79055542	2374	1,1,0,0,3,1	4,4,2,6,2,2	0,0,1,0,0,3	0,6,2,2,1,3	174	96	1	1.0	0.121,0.121,0.0,0.0,0.453,0.216	NA,0.0,0.216,0.0,0.0,0.356	0.037
2376	"ENSMUSG00000022106"	"Rcbtb2"	chr14	+	73154314	73154894	73154314	73154408	73154830	73154894	2376	0,0,1,1,0,0	4,8,1,4,3,2	0,0,0,3,1,0	4,1,2,6,1,4	518	96	1	1.0	0.0,0.0,0.156,0.044,0.0,0.0	0.0,0.0,0.0,0.085,0.156,0.0	-0.007
2377	"ENSMUSG00000022106"	"Rcbtb2"	chr14	+	73154314	73154894	73154314	73154410	73154830	73154894	2377	0,0,1,1,0,0	0,0,0,0,0,0	0,0,0,3,1,0	0,0,0,1,0,0	516	96	1	1.0	NA,NA,1.0,1.0,NA,NA	NA,NA,NA,0.358,1.0,NA	0.321
2378	"ENSMUSG00000022106"	"Rcbtb2"	chr14	+	73176994	73178563	73176994	73177134	73178432	73178563	2378	1,6,2,0,0,0	1,7,3,2,3,4	0,1,1,0,0,0	4,3,5,8,3,2	1394	96	0.530974635532	1.0	0.064,0.056,0.044,0.0,0.0,0.0	0.0,0.022,0.014,0.0,0.0,0.0	0.021
2380	"ENSMUSG00000036764"	"Dnajc12"	chr10	+	63395784	63397378	63395784	63395863	63397238	63397378	2380	1,2,2,6,3,4	8,14,3,11,6,7	5,10,5,10,6,6	15,25,27,34,18,19	1471	96	0.806827537537	1.0	0.008,0.009,0.042,0.034,0.032,0.036	0.021,0.025,0.012,0.019,0.021,0.02	0.007
2381	"ENSMUSG00000043085"	"Tmem82"	chr4	-	141614944	141616621	141614944	141615110	141616203	141616621	2381	10,20,6,17,8,16	0,1,1,0,0,2	17,30,27,25,34,56	2,3,1,1,0,4	1189	96	0.000563776864858	0.0291260637561	1.0,0.618,0.326,1.0,1.0,0.392	0.407,0.447,0.686,0.669,1.0,0.531	0.099
2382	"ENSMUSG00000043085"	"Tmem82"	chr4	-	141614944	141616621	141614944	141615135	141616203	141616621	2382	10,18,6,17,7,15	4,6,1,1,0,2	17,30,25,20,29,51	0,2,4,6,4,15	1164	96	0.642622487879	1.0	0.171,0.198,0.331,0.584,1.0,0.382	1.0,0.553,0.34,0.216,0.374,0.219	-0.006
2384	"ENSMUSG00000007029"	"Vars"	chr17	+	35004771	35005061	35004771	35004893	35004976	35005061	2384	0,1,1,0,1,0	3,5,5,5,0,0	1,0,0,0,0,0	0,5,2,3,3,3	179	96	1	1.0	0.0,0.097,0.097,0.0,1.0,NA	1.0,0.0,0.0,0.0,0.0,0.0	0.072
2385	"ENSMUSG00000007029"	"Vars"	chr17	+	35011599	35011898	35011599	35011694	35011807	35011898	2385	0,0,0,1,0,0	7,13,2,3,3,4	0,0,0,0,1,0	3,2,0,7,7,5	209	96	1	1.0	0.0,0.0,0.0,0.133,0.0,0.0	0.0,0.0,NA,0.0,0.062,0.0	0.01
2386	"ENSMUSG00000007029"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390	2386	1,1,0,1,0,1	6,10,5,5,1,7	1,0,2,0,0,2	0,0,2,10,4,3	168	96	1	1.0	0.087,0.054,0.0,0.103,0.0,0.075	1.0,NA,0.364,0.0,0.0,0.276	-0.275
2387	"ENSMUSG00000007029"	"Vars"	chr17	+	35013642	35013896	35013642	35013747	35013827	35013896	2387	0,0,0,0,0,0	13,15,4,8,1,5	0,0,0,1,0,0	2,8,7,8,5,9	176	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.064,0.0,0.0	-0.011
2390	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879642	93880072	93880138	2390	1,3,3,0,1,1	34,42,24,28,15,25	2,1,1,3,0,1	8,22,15,22,28,29	526	96	1	1.0	0.005,0.013,0.022,0.0,0.012,0.007	0.044,0.008,0.012,0.024,0.0,0.006	-0.006
2391	"ENSMUSG00000036112"	"Metap2"	chr10	-	93879539	93880138	93879539	93879672	93880072	93880138	2391	1,3,3,0,1,1	0,0,0,0,0,0	2,1,1,3,0,1	0,1,0,0,0,0	496	96	1	1.0	1.0,1.0,1.0,NA,1.0,1.0	1.0,0.162,1.0,1.0,NA,1.0	0.168
2392	"ENSMUSG00000008373"	"Prpf31"	chr7	+	3634692	3636358	3634692	3634862	3636200	3636358	2392	0,1,0,0,0,0	3,3,1,5,0,3	1,2,1,0,2,0	0,0,0,5,1,4	1434	96	1	1.0	0.0,0.022,0.0,0.0,NA,0.0	1.0,1.0,1.0,0.0,0.118,0.0	-0.515
2393	"ENSMUSG00000028423"	"Nfx1"	chr4	+	41015202	41016150	41015202	41015433	41016076	41016150	2393	7,13,3,14,4,6	3,3,0,3,0,4	0,3,4,5,7,8	0,1,0,4,2,6	739	96	1	1.0	0.233,0.36,1.0,0.377,1.0,0.163	NA,0.28,1.0,0.14,0.313,0.148	0.146
2394	"ENSMUSG00000027365"	"Trpm7"	chr2	-	126799168	126799363	126799168	126799234	126799312	126799363	2394	3,1,1,2,2,3	14,12,8,5,5,11	5,0,2,1,1,0	8,13,11,21,12,10	174	96	0.168140137772	1.0	0.106,0.044,0.065,0.181,0.181,0.131	0.256,0.0,0.091,0.026,0.044,0.0	0.049
2395	"ENSMUSG00000007564"	"Ppp2r1a"	chr17	+	20958939	20959523	20958939	20959010	20959388	20959523	2395	1,0,0,1,2,0	18,35,14,28,20,38	0,2,0,0,0,1	14,28,28,41,27,34	474	96	1	1.0	0.011,0.0,0.0,0.007,0.02,0.0	0.0,0.014,0.0,0.0,0.0,0.006	0.003
2397	"ENSMUSG00000006005"	"Tpr"	chr1	+	150440066	150440529	150440066	150440198	150440438	150440529	2397	2,2,1,1,1,2	17,23,7,14,4,8	0,0,4,1,1,3	11,12,12,10,11,9	336	96	1	1.0	0.033,0.024,0.039,0.02,0.067,0.067	0.0,0.0,0.087,0.028,0.025,0.087	0.004
2398	"ENSMUSG00000006005"	"Tpr"	chr1	+	150445867	150446241	150445867	150445963	150446084	150446241	2398	0,0,0,0,0,0	0,20,4,9,3,3	0,0,0,0,0,2	2,12,14,18,11,20	217	96	1	1.0	NA,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.042	-0.007
2399	"ENSMUSG00000006005"	"Tpr"	chr1	+	150447511	150449238	150447511	150447630	150449142	150449238	2399	5,5,2,7,1,5	5,10,6,5,13,6	5,8,1,3,6,7	8,8,0,13,11,14	1608	96	0.793261584089	1.0	0.056,0.029,0.02,0.077,0.005,0.047	0.036,0.056,1.0,0.014,0.032,0.029	-0.155
2400	"ENSMUSG00000024787"	"Snx15"	chr19	-	6123829	6124188	6123829	6123950	6124152	6124188	2400	1,1,1,2,0,1	1,3,0,3,0,0	1,1,0,0,1,1	0,5,4,0,3,0	298	96	1	1.0	0.244,0.097,1.0,0.177,NA,1.0	1.0,0.061,0.0,NA,0.097,1.0	0.072
2403	"ENSMUSG00000010358"	"Ifi35"	chr11	+	101457189	101457522	101457189	101457337	101457415	101457522	2403	1,1,0,0,0,0	7,6,1,1,1,2	0,1,0,0,1,1	0,6,1,1,6,3	174	96	1	1.0	0.073,0.084,0.0,0.0,0.0,0.0	NA,0.084,0.0,0.0,0.084,0.155	-0.038
2404	"ENSMUSG00000035941"	"Ibtk"	chr9	-	85715298	85717652	85715298	85715416	85717550	85717652	2404	3,1,2,1,0,2	1,3,4,2,7,8	0,1,0,1,2,0	7,5,6,5,0,4	2230	96	1	1.0	0.114,0.014,0.021,0.021,0.0,0.011	0.0,0.009,0.0,0.009,1.0,0.0	-0.139
2407	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89210106	89210448	89210106	89210183	89210265	89210448	2407	1,1,1,1,0,4	7,7,5,5,0,9	2,2,1,1,0,2	2,12,1,13,11,19	178	96	1	1.0	0.072,0.072,0.097,0.097,NA,0.193	0.35,0.082,0.35,0.04,0.0,0.054	-0.04
2408	"ENSMUSG00000064068"	"Mtx1"	chr3	-	89212682	89212946	89212682	89212762	89212876	89212946	2408	1,2,0,3,2,2	11,14,9,14,10,12	3,3,2,1,0,0	14,14,11,21,23,29	210	96	0.336941929084	1.0	0.04,0.061,0.0,0.089,0.084,0.071	0.089,0.089,0.077,0.021,0.0,0.0	0.011
2409	"ENSMUSG00000031708"	"Tecr"	chr8	-	83572840	83573323	83572840	83572946	83573027	83573323	2409	2,2,0,1,0,2	32,64,18,35,26,52	1,0,0,2,2,2	40,62,43,78,48,59	177	96	1	1.0	0.033,0.017,0.0,0.015,0.0,0.02	0.013,0.0,0.0,0.014,0.022,0.018	0.003
2410	"ENSMUSG00000031708"	"Tecr"	chr8	-	83573027	83573323	83573027	83573143	83573219	83573323	2410	7,3,2,4,4,5	43,59,32,42,37,46	1,3,6,1,8,4	38,66,39,54,62,124	172	96	0.153633366282	1.0	0.083,0.028,0.034,0.05,0.057,0.057	0.014,0.025,0.079,0.01,0.067,0.018	0.016
2412	"ENSMUSG00000036002"	"Fam214b"	chr4	-	43035835	43037206	43035835	43036804	43037062	43037206	2412	1,2,1,1,0,1	3,4,1,5,3,4	1,0,0,1,0,3	2,1,0,4,1,7	354	96	1	1.0	0.083,0.119,0.213,0.051,0.0,0.063	0.119,0.0,NA,0.063,0.0,0.104	0.031
2413	"ENSMUSG00000005268"	"Prlr"	chr15	+	10325866	10326545	10325866	10325966	10326475	10326545	2413	1,2,1,0,0,1	9,10,0,0,6,10	1,0,0,0,0,0	0,0,0,0,0,1	605	96	1	1.0	0.017,0.031,1.0,NA,0.0,0.016	1.0,NA,NA,NA,NA,0.0	-0.287
2415	"ENSMUSG00000002550"	"Uck1"	chr2	-	32258276	32258667	32258276	32258419	32258570	32258667	2415	5,1,0,0,1,0	10,11,8,11,13,19	1,0,0,1,0,1	7,20,6,22,13,28	247	96	0.748742041818	1.0	0.163,0.034,0.0,0.0,0.029,0.0	0.053,0.0,0.0,0.017,0.0,0.014	0.024
2417	"ENSMUSG00000005103"	"Wdr1"	chr5	-	38545673	38547091	38545673	38545854	38546943	38547091	2417	1,1,0,0,4,0	17,14,5,17,13,20	0,2,2,6,0,3	18,16,13,18,17,17	1185	96	1	1.0	0.005,0.006,0.0,0.0,0.024,0.0	0.0,0.01,0.012,0.026,0.0,0.014	-0.004
2418	"ENSMUSG00000029166"	"Mapre3"	chr5	+	30862497	30863405	30862497	30862643	30863203	30863405	2418	15,15,9,10,6,12	5,3,6,4,3,9	10,20,7,10,12,19	8,9,9,12,19,19	656	96	0.0157842447236	0.384480376192	0.305,0.423,0.18,0.268,0.226,0.163	0.155,0.245,0.102,0.109,0.085,0.128	0.123
2419	"ENSMUSG00000035245"	"Eogt"	chr6	-	97147876	97148258	97147876	97148008	97148190	97148258	2419	3,4,1,3,2,3	2,0,0,1,0,0	7,4,6,13,8,8	1,0,0,0,0,0	278	96	1	1.0	0.341,1.0,1.0,0.509,1.0,1.0	0.707,1.0,1.0,1.0,1.0,1.0	-0.143
2420	"ENSMUSG00000021948"	"Prkcd"	chr14	-	30605439	30605901	30605439	30605569	30605815	30605901	2420	5,7,5,5,1,9	12,19,7,11,13,13	2,5,5,7,4,8	5,11,10,18,9,23	342	96	0.751681349741	1.0	0.105,0.094,0.167,0.113,0.021,0.163	0.101,0.113,0.123,0.098,0.111,0.089	0.005
2421	"ENSMUSG00000021948"	"Prkcd"	chr14	-	30607287	30607668	30607287	30607450	30607607	30607668	2421	0,0,0,0,0,1	11,17,3,7,11,21	0,0,0,0,0,1	7,8,17,19,14,21	253	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.018	0.0,0.0,0.0,0.0,0.0,0.018	0.0
2423	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141464236	141464702	141464236	141464478	141464559	141464702	2423	2,0,1,0,0,0	1,2,1,3,1,0	1,0,0,0,0,0	0,1,0,0,4,3	177	96	1	1.0	0.52,0.0,0.352,0.0,0.0,NA	1.0,0.0,NA,NA,0.0,0.0	-0.076
2424	"ENSMUSG00000006215"	"Zbtb17"	chr4	+	141465523	141465842	141465523	141465640	141465721	141465842	2424	0,0,0,1,2,0	0,5,1,2,1,4	0,2,0,1,0,0	2,1,4,4,0,2	177	96	1	1.0	NA,0.0,0.0,0.213,0.52,0.0	0.0,0.52,0.0,0.119,NA,0.0	0.019
2425	"ENSMUSG00000032085"	"Tagln"	chr9	-	45930832	45931477	45930832	45930935	45931299	45931477	2425	3,2,8,1,4,6	14,21,7,3,10,8	2,4,3,4,2,5	13,10,15,11,10,11	460	96	0.456758256977	1.0	0.043,0.019,0.193,0.065,0.077,0.135	0.031,0.077,0.04,0.071,0.04,0.087	0.031
2426	"ENSMUSG00000025504"	"Eps8l2"	chr7	+	141341892	141342110	141341892	141341974	141342054	141342110	2426	1,0,0,0,0,1	19,34,10,19,18,16	1,0,1,3,0,2	3,19,21,19,15,23	176	96	0.841756813848	1.0	0.028,0.0,0.0,0.0,0.0,0.033	0.154,0.0,0.025,0.079,0.0,0.045	-0.04
2427	"ENSMUSG00000025504"	"Eps8l2"	chr7	+	141357241	141357691	141357241	141357316	141357542	141357691	2427	11,25,2,2,8,14	11,10,15,14,7,7	9,9,10,17,7,17	16,14,22,25,11,20	322	96	0.45962554892	1.0	0.23,0.427,0.038,0.041,0.254,0.374	0.144,0.161,0.119,0.169,0.159,0.202	0.068
2428	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80470418	80469801	80469927	80470382	80470418	2428	2,1,1,5,0,2	9,8,0,8,0,8	2,3,3,5,2,4	12,9,0,18,0,16	551	96	1	1.0	0.037,0.021,1.0,0.098,NA,0.042	0.028,0.055,1.0,0.046,1.0,0.042	-0.122
2431	"ENSMUSG00000047767"	"Atg16l2"	chr7	-	101291486	101291999	101291486	101291592	101291714	101291999	2431	2,2,1,0,1,2	1,0,0,0,0,0	1,1,2,2,0,2	0,0,0,0,0,0	218	96	1	1.0	0.468,1.0,1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,NA,1.0	-0.106
2432	"ENSMUSG00000047767"	"Atg16l2"	chr7	-	101291486	101291999	101291486	101291592	101291878	101291999	2432	2,2,2,0,2,2	2,4,2,0,0,1	1,1,3,3,0,3	0,0,0,0,0,1	382	96	1	1.0	0.201,0.112,0.201,NA,1.0,0.334	1.0,1.0,1.0,1.0,NA,0.43	-0.516
2433	"ENSMUSG00000047767"	"Atg16l2"	chr7	-	101292107	101292424	101292107	101292179	101292353	101292424	2433	0,0,0,0,2,1	0,0,0,0,0,1	0,0,2,1,0,0	0,0,0,2,0,0	270	96	1	1.0	NA,NA,NA,NA,1.0,0.262	NA,NA,1.0,0.151,NA,NA	0.055
2434	"ENSMUSG00000047767"	"Atg16l2"	chr7	-	101296507	101297008	101296507	101296573	101296756	101297008	2434	1,0,1,1,1,0	1,2,0,3,0,0	1,0,0,1,2,1	1,1,1,0,0,0	279	96	1	1.0	0.256,0.0,1.0,0.103,1.0,NA	0.256,0.0,0.0,1.0,1.0,1.0	-0.071
2435	"ENSMUSG00000002984"	"Tomm40"	chr7	-	19703065	19703391	19703065	19703142	19703268	19703391	2435	0,3,1,1,0,1	4,11,10,7,10,8	1,1,1,0,1,0	5,12,7,17,9,11	222	96	1	1.0	0.0,0.105,0.041,0.058,0.0,0.051	0.08,0.035,0.058,0.0,0.046,0.0	0.006
2437	"ENSMUSG00000079550"	"Mpp4"	chr1	-	59144653	59146413	59144653	59144850	59146341	59146413	2437	0,0,1,0,0,0	0,0,0,0,0,0	4,1,7,5,5,2	1,1,0,1,0,0	1587	96	1	1.0	NA,NA,1.0,NA,NA,NA	0.195,0.057,1.0,0.232,1.0,1.0	0.419
2438	"ENSMUSG00000050855"	"Zfp940"	chr7	-	29846468	29846960	29846468	29846564	29846833	29846960	2438	0,0,1,0,0,0	0,2,0,0,1,0	0,0,1,0,1,1	0,1,0,0,0,0	365	96	1	1.0	NA,0.0,1.0,NA,0.0,NA	NA,0.0,1.0,NA,1.0,1.0	-0.417
2441	"ENSMUSG00000079677"	"Fdx1l"	chr9	-	21073074	21073318	21073074	21073181	21073263	21073318	2441	2,2,0,0,1,0	5,6,1,1,2,4	1,0,1,1,0,2	1,5,6,4,6,7	178	96	1	1.0	0.177,0.152,0.0,0.0,0.212,0.0	0.35,0.0,0.082,0.119,0.0,0.134	-0.024
2442	"ENSMUSG00000028684"	"Urod"	chr4	-	116991231	116991493	116991231	116991298	116991392	116991493	2442	1,1,0,0,0,0	13,32,12,11,12,13	0,1,0,2,0,1	4,12,12,20,12,17	190	96	1	1.0	0.037,0.016,0.0,0.0,0.0,0.0	0.0,0.04,0.0,0.048,0.0,0.029	-0.011
2443	"ENSMUSG00000028684"	"Urod"	chr4	-	116992563	116993023	116992563	116992725	116992825	116993023	2443	1,1,0,1,1,1	10,19,10,16,16,15	2,1,0,1,0,0	9,18,22,26,20,26	196	96	1	1.0	0.047,0.025,0.0,0.03,0.03,0.032	0.098,0.026,0.0,0.018,0.0,0.0	0.004
2448	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81635687	81636426	81635687	81635752	81636368	81636426	2448	3,6,3,2,5,3	0,1,0,0,0,0	1,3,1,3,0,3	0,0,0,0,0,2	712	96	1	1.0	1.0,0.447,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,NA,0.168	0.074
2449	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81639306	81639936	81639306	81639344	81639855	81639936	2449	2,4,1,2,0,2	1,4,1,0,0,0	0,0,4,1,1,1	0,0,0,0,0,0	607	96	1	1.0	0.24,0.137,0.137,1.0,NA,1.0	NA,NA,1.0,1.0,1.0,1.0	-0.497
2450	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81640027	81640812	81640027	81640135	81640767	81640812	2450	7,12,9,6,4,11	0,1,0,0,0,1	3,9,6,7,7,4	0,0,0,0,0,0	728	96	1	1.0	1.0,0.613,1.0,1.0,1.0,0.592	1.0,1.0,1.0,1.0,1.0,1.0	-0.133
2451	"ENSMUSG00000033106"	"Slc7a6os"	chr8	-	106202230	106204540	106202230	106202351	106204330	106204540	2451	20,17,15,10,21,13	5,4,2,5,1,5	13,16,13,9,13,8	2,6,2,6,4,3	2075	96	0.357842822154	1.0	0.156,0.164,0.258,0.085,0.493,0.107	0.231,0.11,0.231,0.065,0.131,0.11	0.064
2454	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	151979271	151979586	151979271	151979329	151979443	151979586	2454	0,2,0,0,0,0	0,14,3,6,8,11	0,0,0,0,0,1	1,7,7,8,9,20	210	96	1	1.0	NA,0.061,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.022	0.009
2461	"ENSMUSG00000026469"	"Xpr1"	chr1	-	155330337	155332386	155330337	155330487	155332162	155332386	2461	1,1,0,0,0,0	5,3,5,5,4,3	1,1,2,0,1,2	7,6,13,10,12,9	1771	96	1	1.0	0.011,0.018,0.0,0.0,0.0,0.0	0.008,0.009,0.008,0.0,0.004,0.012	-0.002
2462	"ENSMUSG00000003808"	"Farsa"	chr8	+	84867548	84867918	84867548	84867648	84867749	84867918	2462	2,1,2,0,0,0	0,4,3,1,0,2	1,1,3,0,1,1	2,4,8,10,6,1	197	96	1	1.0	1.0,0.109,0.245,0.0,NA,0.0	0.196,0.109,0.155,0.0,0.075,0.328	0.127
2464	"ENSMUSG00000003808"	"Farsa"	chr8	+	84868008	84868338	84868008	84868086	84868223	84868338	2464	3,3,1,1,2,0	5,5,1,2,2,4	0,1,2,4,3,1	2,5,7,11,2,6	233	96	0.702572660402	1.0	0.198,0.198,0.292,0.171,0.292,0.0	0.0,0.076,0.105,0.13,0.382,0.064	0.066
2468	"ENSMUSG00000026825"	"Dnm1"	chr2	-	32308470	32310487	32308470	32309064	32310450	32310487	2468	12,12,4,10,2,2	0,0,0,0,0,0	0,0,1,1,5,5	0,0,0,0,0,1	1482	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	NA,NA,1.0,1.0,1.0,0.245	0.189
2469	"ENSMUSG00000037242"	"Clic4"	chr4	-	135223463	135226149	135223463	135223570	135226023	135226149	2469	0,1,0,0,0,2	25,28,11,19,9,17	0,2,1,0,1,2	31,45,26,51,32,34	2549	96	1	1.0	0.0,0.001,0.0,0.0,0.0,0.004	0.0,0.002,0.001,0.0,0.001,0.002	-0.0
2470	"ENSMUSG00000056492"	"Adgrf5"	chr17	+	43439675	43440160	43439675	43439795	43439950	43440160	2470	5,3,2,0,1,0	0,1,0,0,1,2	1,2,0,1,1,1	2,2,1,2,1,1	251	96	1	1.0	1.0,0.534,1.0,NA,0.277,0.0	0.161,0.277,0.0,0.161,0.277,0.277	0.37
2472	"ENSMUSG00000024013"	"Fgd2"	chr17	+	29364910	29365610	29364910	29364991	29365461	29365610	2472	3,3,2,2,0,0	0,0,0,1,0,0	0,0,0,1,1,2	0,0,0,0,0,0	566	96	1	1.0	1.0,1.0,1.0,0.253,NA,NA	NA,NA,NA,1.0,1.0,1.0	-0.187
2475	"ENSMUSG00000026209"	"Dnpep"	chr1	-	75315618	75316070	75315618	75315749	75315944	75316070	2475	0,2,1,2,2,4	4,8,5,6,13,5	1,1,1,0,1,1	7,10,3,8,4,15	291	96	1	1.0	0.0,0.076,0.062,0.099,0.048,0.209	0.045,0.032,0.099,0.0,0.076,0.022	0.037
2477	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100803969	100804471	100803969	100804029	100804331	100804471	2477	0,3,1,1,1,0	13,12,0,0,5,10	0,0,1,1,1,0	0,17,9,13,13,17	398	96	1	1.0	0.0,0.057,1.0,1.0,0.046,0.0	NA,0.0,0.026,0.018,0.018,0.0	0.338
2478	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966	2478	0,1,0,0,0,0	3,2,0,4,1,5	0,1,0,0,0,0	1,2,1,2,1,3	166	96	1	1.0	0.0,0.224,NA,0.0,0.0,0.0	0.0,0.224,0.0,0.0,0.0,0.0	0.007
2485	"ENSMUSG00000032030"	"Cul5"	chr9	-	53632272	53633839	53632272	53632337	53633731	53633839	2485	1,4,1,0,1,1	2,4,0,1,2,0	1,0,1,2,0,2	0,2,3,5,4,3	1490	96	1	1.0	0.031,0.061,1.0,0.0,0.031,1.0	1.0,0.0,0.021,0.025,0.0,0.041	0.173
2488	"ENSMUSG00000001240"	"Ramp2"	chr11	+	101247585	101248250	101247585	101247688	101247810	101248250	2488	1,0,2,1,1,0	7,10,8,16,10,5	0,1,1,5,0,2	4,9,3,15,6,9	218	96	1	1.0	0.059,0.0,0.099,0.027,0.042,0.0	0.0,0.047,0.128,0.128,0.0,0.089	-0.028
2490	"ENSMUSG00000031756"	"Cenpn"	chr8	+	116936193	116937274	116936193	116936251	116937161	116937274	2490	0,0,0,0,0,0	0,0,0,1,0,0	0,1,2,0,1,0	0,0,0,0,0,0	1006	96	1	1.0	NA,NA,NA,0.0,NA,NA	NA,1.0,1.0,NA,1.0,NA	-1.0
2491	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76888029	76888834	76888029	76888136	76888592	76888834	2491	0,5,1,1,0,1	1,1,0,0,1,0	0,1,0,0,1,2	0,1,0,2,0,0	552	96	1	1.0	0.0,0.465,1.0,1.0,0.0,1.0	NA,0.148,NA,0.0,1.0,1.0	0.041
2492	"ENSMUSG00000020464"	"Pnpt1"	chr11	+	29153231	29154215	29153231	29153338	29154143	29154215	2492	5,10,2,1,2,0	3,3,5,1,2,6	4,8,1,2,4,1	9,8,6,2,5,9	901	96	0.314589368845	1.0	0.151,0.262,0.041,0.096,0.096,0.0	0.045,0.096,0.017,0.096,0.079,0.012	0.05
2493	"ENSMUSG00000021115"	"Vrk1"	chr12	+	106070524	106071641	106070524	106070615	106071569	106071641	2493	3,2,0,6,3,2	0,0,0,1,0,0	0,5,0,5,2,1	0,0,0,0,0,0	1050	96	1	1.0	1.0,1.0,NA,0.354,1.0,1.0	NA,1.0,NA,1.0,1.0,1.0	-0.129
2494	"ENSMUSG00000073758"	"Sh3d21"	chr4	-	126152023	126152258	126152023	126152118	126152205	126152258	2494	0,1,0,1,1,0	0,1,0,2,1,2	0,1,2,0,0,1	0,0,1,0,1,5	183	96	1	1.0	NA,0.344,NA,0.208,0.344,0.0	NA,1.0,0.512,NA,0.0,0.095	-0.178
2495	"ENSMUSG00000073758"	"Sh3d21"	chr4	-	126161967	126162266	126161967	126162023	126162175	126162266	2495	0,3,1,3,0,0	0,0,0,0,0,0	0,1,0,0,1,0	0,2,0,1,0,0	248	96	1	1.0	NA,1.0,1.0,1.0,NA,NA	NA,0.162,NA,0.0,1.0,NA	0.613
2498	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114825210	114826281	114825210	114825234	114826157	114826281	2498	50,64,25,42,47,55	0,0,0,1,0,0	36,59,54,49,41,53	0,0,0,0,0,0	1019	96	1	1.0	1.0,1.0,1.0,0.798,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.034
2499	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114825210	114826281	114825210	114825265	114826157	114826281	2499	39,49,16,33,40,45	0,0,1,1,0,0	26,50,43,43,36,41	0,0,0,0,0,0	988	96	1	1.0	1.0,1.0,0.609,0.762,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.105
2500	"ENSMUSG00000015536"	"Mocs2"	chr13	+	114825210	114826281	114825210	114825361	114826157	114826281	2500	13,11,3,5,15,14	4,12,4,11,4,13	14,17,17,14,15,17	14,11,19,16,5,6	892	96	0.672748681548	1.0	0.259,0.09,0.075,0.047,0.288,0.104	0.097,0.143,0.088,0.086,0.244,0.234	-0.005
2502	"ENSMUSG00000040543"	"Pitpnm3"	chr11	-	72074418	72075035	72074418	72074654	72074958	72075035	2502	0,0,0,0,0,0	1,0,1,0,0,1	0,0,0,0,0,1	0,0,0,0,0,0	400	96	1	1.0	0.0,NA,0.0,NA,NA,0.0	NA,NA,NA,NA,NA,1.0	-1.0
2504	"ENSMUSG00000022568"	"Scrib"	chr15	-	76048709	76049093	76048709	76048857	76048933	76049093	2504	2,0,0,0,0,0	8,4,6,3,5,4	0,1,0,0,1,1	5,2,4,6,0,10	172	96	1	1.0	0.122,0.0,0.0,0.0,0.0,0.0	0.0,0.218,0.0,0.0,1.0,0.053	-0.191
2506	"ENSMUSG00000039988"	"Ankrd13c"	chr3	+	157972999	157975294	157972999	157973045	157975227	157975294	2506	3,0,0,1,0,0	9,20,9,12,8,11	0,2,2,1,1,0	24,28,27,29,15,19	2278	96	1	1.0	0.014,0.0,0.0,0.003,0.0,0.0	0.0,0.003,0.003,0.001,0.003,0.0	0.001
